pickups_dt,borough,pickups,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday,class,clients_ids,clients_names,clients_genders,drLoc,clients_num,arrv_time
01-01-15 9:00,EWR,0,3,10,27,7,1020,0,0,0,0,Y,accessibility,40109854,safaa,female,,1,12:11:55 PM
01-01-15 9:00,Manhattan,319,3,10,27,7,1020,0,0,0,0,Y,economy,90607342,abdulrahman,other,,1,8:05:35 AM
01-01-15 9:00,Queens,83,3,10,27,7,1020,0,0,0,0,Y,premium,83640149,sameh,male,,1,3:35:34 PM
01-01-15 9:00,Staten Island,1,3,10,27,7,1020,0,0,0,0,Y,premium,1428532,moaz,male,,1,3:29:02 PM
01-01-15 10:00,Bronx,14,3,10,27,6,1020.2,0,0,0,0,Y,economy,43396773,abdulrahman,male,,1,11:55:26 AM
01-01-15 10:00,Brooklyn,120,3,10,27,6,1020.2,0,0,0,0,Y,premium,51800354,malek,other,,1,10:19:06 AM
01-01-15 10:00,EWR,0,3,10,27,6,1020.2,0,0,0,0,Y,accessibility,79326983,kareem,male,,1,8:37:27 PM
01-01-15 10:00,Manhattan,420,3,10,27,6,1020.2,0,0,0,0,Y,accessibility,58355219,abdallah,female,,1,7:37:30 PM
01-01-15 10:00,Queens,98,3,10,27,6,1020.2,0,0,0,0,Y,accessibility,24762197,sabry,female,,1,12:31:01 PM
01-01-15 10:00,Staten Island,1,3,10,27,6,1020.2,0,0,0,0,Y,accessibility,45319545,john,other,,1,9:46:59 PM
01-01-15 10:00,NA,1,3,10,27,6,1020.2,0,0,0,0,Y,carpool,98648972,sameh,male,,1,4:00:09 AM
01-01-15 11:00,Bronx,14,3,10,27,7,1020.9,0,0,0,0,Y,economy,38617435,toka,female,,1,11:09:36 PM
01-01-15 11:00,Brooklyn,180,3,10,27,7,1020.9,0,0,0,0,Y,carpool,32402836,sabry,female,,1,10:19:31 AM
01-01-15 11:00,EWR,0,3,10,27,7,1020.9,0,0,0,0,Y,accessibility,99420127,abdulrahman,male,,1,10:42:24 PM
01-01-15 11:00,Manhattan,586,3,10,27,7,1020.9,0,0,0,0,Y,premium,87221451,hadeer,female,,1,8:26:25 PM
01-01-15 11:00,Queens,122,3,10,27,7,1020.9,0,0,0,0,Y,economy,93326460,mohamod,other,,1,2:58:53 PM
01-01-15 11:00,Staten Island,1,3,10,27,7,1020.9,0,0,0,0,Y,carpool,33824076,malek,other,,1,6:31:06 AM
01-01-15 12:00,Bronx,12,3,10,27,7,1020.9,0,0,0,0,Y,accessibility,7338720,khalid,male,,1,3:58:54 AM
01-01-15 12:00,Brooklyn,220,3,10,27,7,1020.9,0,0,0,0,Y,economy,43574309,yousef,male,,1,3:20:29 AM
01-01-15 12:00,EWR,0,3,10,27,7,1020.9,0,0,0,0,Y,accessibility,35479314,mahmoud,male,,1,7:34:31 AM
01-01-15 12:00,Manhattan,770,3,10,27,7,1020.9,0,0,0,0,Y,accessibility,98674485,amira,other,,1,1:57:24 AM
01-01-15 12:00,Queens,141,3,10,27,7,1020.9,0,0,0,0,Y,accessibility,9256561,sameh,male,,1,8:25:54 AM
01-01-15 12:00,Staten Island,3,3,10,27,7,1020.9,0,0,0,0,Y,economy,45973004,yousef,female,,1,5:45:40 PM
01-01-15 12:00,NA,1,3,10,27,7,1020.9,0,0,0,0,Y,carpool,81138353,moaz,male,,1,11:49:24 AM
01-01-15 13:00,Bronx,18,7,10,27,7,1021.2,0,0,0,0,Y,economy,100180787,moaz,female,,1,7:35:23 AM
01-01-15 13:00,Brooklyn,253,7,10,27,7,1021.2,0,0,0,0,Y,economy,99433805,kareem,other,,1,8:03:49 PM
01-01-15 13:00,EWR,0,7,10,27,7,1021.2,0,0,0,0,Y,accessibility,10817774,yara,other,,1,9:31:31 PM
01-01-15 13:00,Manhattan,931,7,10,27,7,1021.2,0,0,0,0,Y,economy,29009129,kareem,male,,1,9:25:17 AM
01-01-15 13:00,Queens,154,7,10,27,7,1021.2,0,0,0,0,Y,carpool,68581327,doha,male,,1,7:49:50 AM
01-01-15 13:00,Staten Island,3,7,10,27,7,1021.2,0,0,0,0,Y,accessibility,66015375,amira,female,,1,2:27:23 PM
01-01-15 13:00,NA,2,7,10,27,7,1021.2,0,0,0,0,Y,economy,92421802,doha,other,,1,10:46:00 PM
01-01-15 14:00,Bronx,23,0,10,28,6,1021.4,0,0,0,0,Y,accessibility,53303582,doha,female,,1,7:57:26 AM
01-01-15 14:00,Brooklyn,337,0,10,28,6,1021.4,0,0,0,0,Y,carpool,1337731,john,other,,1,4:06:44 PM
01-01-15 14:00,EWR,0,0,10,28,6,1021.4,0,0,0,0,Y,carpool,21018947,khalid,male,,1,8:13:40 AM
01-01-15 14:00,Manhattan,1012,0,10,28,6,1021.4,0,0,0,0,Y,carpool,27947529,toka,male,,1,2:06:20 PM
01-01-15 14:00,Queens,203,0,10,28,6,1021.4,0,0,0,0,Y,carpool,70776273,ibrahim,male,,1,10:23:05 PM
01-01-15 14:00,Staten Island,1,0,10,28,6,1021.4,0,0,0,0,Y,accessibility,89207139,mohamod,female,,1,6:46:30 AM
01-01-15 14:00,NA,2,0,10,28,6,1021.4,0,0,0,0,Y,premium,33312809,malek,female,,1,3:59:41 AM
01-01-15 15:00,Bronx,21,6,10,30,6,1021.9,0,0,0,0,Y,economy,32986990,yousef,male,,1,3:11:56 PM
01-01-15 15:00,Brooklyn,371,6,10,30,6,1021.9,0,0,0,0,Y,carpool,6839969,khalid,male,,1,2:33:01 AM
01-01-15 15:00,EWR,0,6,10,30,6,1021.9,0,0,0,0,Y,carpool,82806549,sarah,male,,1,6:48:07 PM
01-01-15 15:00,Manhattan,1143,6,10,30,6,1021.9,0,0,0,0,Y,economy,9307934,mahmoud,male,,1,5:55:15 PM
01-01-15 15:00,Queens,219,6,10,30,6,1021.9,0,0,0,0,Y,carpool,6942492,safaa,female,,1,1:11:18 PM
01-01-15 15:00,Staten Island,4,6,10,30,6,1021.9,0,0,0,0,Y,premium,20384517,rahmah,female,,1,6:59:03 AM
01-01-15 15:00,NA,2,6,10,30,6,1021.9,0,0,0,0,Y,premium,101185823,abdallah,male,,1,12:18:57 PM
01-01-15 16:00,Bronx,19,3,10,31,6,1020.7,0,0,0,0,Y,premium,5286034,doha,male,,1,7:31:38 PM
01-01-15 16:00,Brooklyn,418,3,10,31,6,1020.7,0,0,0,0,Y,carpool,37631164,ibrahim,female,,1,3:50:03 PM
01-01-15 16:00,EWR,1,3,10,31,6,1020.7,0,0,0,0,Y,economy,23361826,malek,male,,1,3:00:42 AM
01-01-15 16:00,Manhattan,1317,3,10,31,6,1020.7,0,0,0,0,Y,accessibility,75466716,kareem,female,,1,9:02:41 AM
01-01-15 16:00,Queens,247,3,10,31,6,1020.7,0,0,0,0,Y,premium,57100305,rahmah,male,,1,7:01:10 PM
01-01-15 16:00,Staten Island,1,3,10,31,6,1020.7,0,0,0,0,Y,carpool,767825,moaz,female,,1,12:46:59 PM
01-01-15 17:00,Bronx,39,11,10,33,7,1019.1,0,0,0,0,Y,economy,62419040,sabry,other,,1,1:14:59 AM
01-01-15 17:00,Brooklyn,444,11,10,33,7,1019.1,0,0,0,0,Y,carpool,67830031,doha,other,,1,2:26:02 PM
01-01-15 17:00,EWR,0,11,10,33,7,1019.1,0,0,0,0,Y,premium,74418275,doha,other,,1,8:00:01 AM
01-01-15 17:00,Manhattan,1582,11,10,33,7,1019.1,0,0,0,0,Y,economy,26940124,doha,other,,1,8:03:23 AM
01-01-15 17:00,Queens,238,11,10,33,7,1019.1,0,0,0,0,Y,carpool,46611737,amira,male,,1,3:46:00 AM
01-01-15 17:00,Staten Island,1,11,10,33,7,1019.1,0,0,0,0,Y,economy,37687109,abdallah,male,,1,2:19:54 PM
01-01-15 17:00,NA,2,11,10,33,7,1019.1,0,0,0,0,Y,accessibility,72171021,sameh,male,,1,3:46:09 AM
01-01-15 18:00,Bronx,28,10,10,35,7,1017.3,0,0,0,0,Y,premium,74775829,abdulrahman,female,,1,7:53:38 AM
01-01-15 18:00,Brooklyn,456,10,10,35,7,1017.3,0,0,0,0,Y,carpool,37658150,doha,female,,1,3:51:36 PM
01-01-15 18:00,EWR,0,10,10,35,7,1017.3,0,0,0,0,Y,carpool,1217711,amira,male,,1,12:47:34 PM
01-01-15 18:00,Manhattan,1485,10,10,35,7,1017.3,0,0,0,0,Y,accessibility,23965796,abdulrahman,male,,1,11:12:09 AM
01-01-15 18:00,Queens,257,10,10,35,7,1017.3,0,0,0,0,Y,carpool,53220034,sabry,female,,1,11:47:39 AM
01-01-15 18:00,Staten Island,0,10,10,35,7,1017.3,0,0,0,0,Y,economy,27264010,kareem,other,,1,10:03:37 PM
01-01-15 19:00,Bronx,26,7,10,37,7,1016.2,0,0,0,0,Y,accessibility,82529282,yara,other,,1,11:00:59 PM
01-01-15 19:00,Brooklyn,463,7,10,37,7,1016.2,0,0,0,0,Y,economy,58884820,rahmah,female,,1,8:02:43 PM
01-01-15 19:00,EWR,0,7,10,37,7,1016.2,0,0,0,0,Y,premium,43542196,rahmah,other,,1,7:02:52 AM
01-01-15 19:00,Manhattan,1520,7,10,37,7,1016.2,0,0,0,0,Y,carpool,14103935,hadeer,male,,1,2:05:51 AM
01-01-15 19:00,Queens,238,7,10,37,7,1016.2,0,0,0,0,Y,accessibility,38841105,yara,other,,1,8:36:03 AM
01-01-15 19:00,Staten Island,1,7,10,37,7,1016.2,0,0,0,0,Y,accessibility,84794284,yara,female,,1,10:03:20 PM
01-01-15 19:00,NA,1,7,10,37,7,1016.2,0,0,0,0,Y,premium,30040146,abdulrahman,female,,1,8:12:22 AM
01-01-15 20:00,Bronx,33,9,10,38,8,1015.8,0,0,0,0,Y,accessibility,29891779,abdulrahman,female,,1,2:31:25 AM
01-01-15 20:00,Brooklyn,419,9,10,38,8,1015.8,0,0,0,0,Y,premium,10181656,sarah,male,,1,12:46:58 PM
01-01-15 20:00,EWR,0,9,10,38,8,1015.8,0,0,0,0,Y,premium,4377746,amira,other,,1,12:47:27 AM
01-01-15 20:00,Manhattan,1444,9,10,38,8,1015.8,0,0,0,0,Y,accessibility,72661151,toka,other,,1,12:46:24 PM
01-01-15 20:00,Queens,250,9,10,38,8,1015.8,0,0,0,0,Y,accessibility,57457246,ibrahim,other,,1,8:02:08 AM
01-01-15 20:00,Staten Island,0,9,10,38,8,1015.8,0,0,0,0,Y,carpool,4214587,yousef,other,,1,7:14:36 PM
01-01-15 20:00,NA,1,9,10,38,8,1015.8,0,0,0,0,Y,accessibility,15862124,hadeer,male,,1,10:46:37 AM
01-01-15 21:00,Bronx,30,8,10,39,10,1015.2,0,0,0,0,Y,accessibility,30305156,yara,male,,1,11:30:27 PM
01-01-15 21:00,Brooklyn,439,8,10,39,10,1015.2,0,0,0,0,Y,accessibility,23263015,bishoy,male,,1,12:03:45 PM
01-01-15 21:00,EWR,0,8,10,39,10,1015.2,0,0,0,0,Y,economy,67582064,moaz,male,,1,4:13:46 AM
01-01-15 21:00,Manhattan,1235,8,10,39,10,1015.2,0,0,0,0,Y,accessibility,49311917,yousef,female,,1,6:30:49 PM
01-01-15 21:00,Queens,260,8,10,39,10,1015.2,0,0,0,0,Y,premium,101408352,abdulrahman,other,,1,12:22:36 AM
01-01-15 21:00,Staten Island,1,8,10,39,10,1015.2,0,0,0,0,Y,accessibility,23118028,mohamod,other,,1,12:48:40 PM
01-01-15 21:00,NA,1,8,10,39,10,1015.2,0,0,0,0,Y,accessibility,16038153,abdallah,male,,1,1:40:24 AM
01-01-15 22:00,Bronx,32,11,10,39,11,1015.1,0,0,0,0,Y,carpool,89100105,malek,other,,1,9:31:00 PM
01-01-15 22:00,Brooklyn,446,11,10,39,11,1015.1,0,0,0,0,Y,accessibility,51048142,moaz,other,,1,5:31:24 PM
01-01-15 22:00,EWR,0,11,10,39,11,1015.1,0,0,0,0,Y,premium,9179993,nada,other,,1,8:06:42 AM
01-01-15 22:00,Manhattan,1153,11,10,39,11,1015.1,0,0,0,0,Y,accessibility,59863502,nada,female,,1,12:10:16 AM
01-01-15 22:00,Queens,267,11,10,39,11,1015.1,0,0,0,0,Y,carpool,30050273,mahmoud,male,,1,10:20:19 AM
01-01-15 22:00,Staten Island,1,11,10,39,11,1015.1,0,0,0,0,Y,carpool,16974667,toka,other,,1,8:03:10 AM
01-01-15 22:00,NA,2,11,10,39,11,1015.1,0,0,0,0,Y,carpool,23866354,rahmah,male,,1,3:00:20 AM
01-01-15 23:00,Bronx,27,7,10,39,13,1015.1,0,0,0,0,Y,carpool,97769611,hadeer,other,,1,8:06:02 PM
01-01-15 23:00,Brooklyn,423,7,10,39,13,1015.1,0,0,0,0,Y,economy,81278146,toka,female,,1,11:20:19 PM
01-01-15 23:00,EWR,0,7,10,39,13,1015.1,0,0,0,0,Y,carpool,98707650,amira,male,,1,1:45:27 PM
01-01-15 23:00,Manhattan,1025,7,10,39,13,1015.1,0,0,0,0,Y,economy,51758581,sarah,male,,1,7:35:57 AM
01-01-15 23:00,Queens,258,7,10,39,13,1015.1,0,0,0,0,Y,premium,27313198,ibrahim,other,,1,6:07:35 AM
01-01-15 23:00,Staten Island,1,7,10,39,13,1015.1,0,0,0,0,Y,carpool,19207992,toka,other,,1,3:07:41 PM
02-01-15 0:00,Bronx,24,0,10,39,13,1015.3,0,0,0,0,N,accessibility,58838786,mahmoud,female,,1,7:58:03 AM
02-01-15 0:00,Brooklyn,331,0,10,39,13,1015.3,0,0,0,0,N,economy,21676885,safaa,female,,1,4:16:13 PM
02-01-15 0:00,EWR,0,0,10,39,13,1015.3,0,0,0,0,N,economy,53866150,mohamod,female,,1,12:28:45 PM
02-01-15 0:00,Manhattan,808,0,10,39,13,1015.3,0,0,0,0,N,economy,22602745,amira,male,,1,1:44:11 PM
02-01-15 0:00,Queens,220,0,10,39,13,1015.3,0,0,0,0,N,premium,58084302,amira,male,,1,6:24:38 PM
02-01-15 0:00,Staten Island,1,0,10,39,13,1015.3,0,0,0,0,N,carpool,73307877,sabry,male,,1,10:59:21 AM
02-01-15 1:00,Bronx,19,7,10,38,15,1015.4,0,0,0,0,N,carpool,65976776,rahmah,female,,1,10:48:47 AM
02-01-15 1:00,Brooklyn,279,7,10,38,15,1015.4,0,0,0,0,N,premium,76764690,malek,male,,1,10:15:34 AM
02-01-15 1:00,EWR,0,7,10,38,15,1015.4,0,0,0,0,N,accessibility,42260301,nada,female,,1,12:28:01 PM
02-01-15 1:00,Manhattan,666,7,10,38,15,1015.4,0,0,0,0,N,accessibility,22151673,kareem,other,,1,1:38:34 PM
02-01-15 1:00,Queens,107,7,10,38,15,1015.4,0,0,0,0,N,accessibility,100550196,john,male,,1,7:13:37 PM
02-01-15 1:00,Staten Island,0,7,10,38,15,1015.4,0,0,0,0,N,accessibility,101014567,sameh,male,,1,12:01:15 AM
02-01-15 2:00,Bronx,16,9,10,38,16,1015.2,0,0,0,0,N,economy,73464059,john,female,,1,8:31:24 AM
02-01-15 2:00,Brooklyn,154,9,10,38,16,1015.2,0,0,0,0,N,premium,34398623,hadeer,other,,1,3:33:17 AM
02-01-15 2:00,EWR,0,9,10,38,16,1015.2,0,0,0,0,N,economy,101586965,john,other,,1,4:15:41 AM
02-01-15 2:00,Manhattan,330,9,10,38,16,1015.2,0,0,0,0,N,accessibility,5573106,safaa,male,,1,7:49:53 PM
02-01-15 2:00,Queens,50,9,10,38,16,1015.2,0,0,0,0,N,carpool,35452245,doha,male,,1,11:37:50 AM
02-01-15 2:00,Staten Island,0,9,10,38,16,1015.2,0,0,0,0,N,premium,97428805,khalid,female,,1,6:16:45 PM
02-01-15 3:00,Bronx,7,8,10,38,16,1015.5,0,0,0,0,N,economy,83444718,moaz,female,,1,10:49:33 AM
02-01-15 3:00,Brooklyn,110,8,10,38,16,1015.5,0,0,0,0,N,premium,5374600,doha,female,,1,10:58:59 PM
02-01-15 3:00,EWR,0,8,10,38,16,1015.5,0,0,0,0,N,accessibility,191926,toka,female,,1,8:23:12 PM
02-01-15 3:00,Manhattan,240,8,10,38,16,1015.5,0,0,0,0,N,carpool,81117819,yousef,male,,1,1:29:58 AM
02-01-15 3:00,Queens,31,8,10,38,16,1015.5,0,0,0,0,N,accessibility,34596558,rahmah,female,,1,2:31:19 AM
02-01-15 3:00,Staten Island,0,8,10,38,16,1015.5,0,0,0,0,N,carpool,69076412,nada,other,,1,10:56:09 PM
02-01-15 3:00,NA,1,8,10,38,16,1015.5,0,0,0,0,N,economy,86055651,sameh,other,,1,1:55:35 AM
02-01-15 4:00,Bronx,10,10,10,38,17,1016.4,0,0,0,0,N,carpool,96442850,mohamod,other,,1,10:15:44 PM
02-01-15 4:00,Brooklyn,109,10,10,38,17,1016.4,0,0,0,0,N,carpool,55583539,doha,female,,1,2:00:09 PM
02-01-15 4:00,EWR,0,10,10,38,17,1016.4,0,0,0,0,N,premium,38532498,ibrahim,female,,1,5:12:02 AM
02-01-15 4:00,Manhattan,241,10,10,38,17,1016.4,0,0,0,0,N,accessibility,93136878,mahmoud,female,,1,6:25:22 AM
02-01-15 4:00,Queens,35,10,10,38,17,1016.4,0,0,0,0,N,premium,34791883,sabry,other,,1,1:26:38 PM
02-01-15 4:00,Staten Island,0,10,10,38,17,1016.4,0,0,0,0,N,premium,35039164,abdulrahman,other,,1,11:02:00 AM
02-01-15 4:00,NA,1,10,10,38,17,1016.4,0,0,0,0,N,accessibility,57355479,john,female,,1,5:10:27 AM
02-01-15 5:00,Bronx,9,10,10,37,17,1016.4,0,0,0,0,N,economy,84415968,moaz,male,,1,1:54:32 AM
02-01-15 5:00,Brooklyn,88,10,10,37,17,1016.4,0,0,0,0,N,carpool,68458517,sabry,other,,1,4:06:54 AM
02-01-15 5:00,EWR,0,10,10,37,17,1016.4,0,0,0,0,N,carpool,70080908,abdallah,female,,1,2:48:33 AM
02-01-15 5:00,Manhattan,268,10,10,37,17,1016.4,0,0,0,0,N,accessibility,93214713,sameh,female,,1,7:14:14 AM
02-01-15 5:00,Queens,49,10,10,37,17,1016.4,0,0,0,0,N,accessibility,40032342,khalid,other,,1,11:34:59 PM
02-01-15 5:00,Staten Island,0,10,10,37,17,1016.4,0,0,0,0,N,economy,44362170,yara,male,,1,2:29:34 PM
02-01-15 6:00,Bronx,7,8,10,38,15,1016.2,0,0,0,0,N,economy,21114659,khalid,female,,1,12:06:10 AM
02-01-15 6:00,Brooklyn,118,8,10,38,15,1016.2,0,0,0,0,N,premium,19931955,bishoy,other,,1,1:23:15 PM
02-01-15 6:00,EWR,0,8,10,38,15,1016.2,0,0,0,0,N,accessibility,73060074,amira,female,,1,1:59:52 AM
02-01-15 6:00,Manhattan,362,8,10,38,15,1016.2,0,0,0,0,N,economy,71465495,toka,male,,1,3:24:49 PM
02-01-15 6:00,Queens,86,8,10,38,15,1016.2,0,0,0,0,N,economy,43896130,abdallah,male,,1,9:02:59 AM
02-01-15 6:00,Staten Island,0,8,10,38,15,1016.2,0,0,0,0,N,economy,6156714,doha,male,,1,3:52:50 AM
02-01-15 7:00,Bronx,15,8,10,37,16,1016.8,0,0,0,0,N,accessibility,85939514,bishoy,other,,1,12:53:05 PM
02-01-15 7:00,Brooklyn,148,8,10,37,16,1016.8,0,0,0,0,N,economy,99597417,safaa,female,,1,12:09:01 AM
02-01-15 7:00,EWR,0,8,10,37,16,1016.8,0,0,0,0,N,carpool,82131634,bishoy,female,,1,1:48:54 AM
02-01-15 7:00,Manhattan,430,8,10,37,16,1016.8,0,0,0,0,N,premium,67647907,malek,other,,1,4:29:53 AM
02-01-15 7:00,Queens,97,8,10,37,16,1016.8,0,0,0,0,N,carpool,101643528,amira,female,,1,10:44:38 PM
02-01-15 7:00,Staten Island,2,8,10,37,16,1016.8,0,0,0,0,N,premium,75869373,safaa,other,,1,12:16:08 AM
02-01-15 8:00,Bronx,11,7,10,37,16,1017.6,0,0,0,0,N,premium,53745773,safaa,male,,1,11:42:29 AM
02-01-15 8:00,Brooklyn,215,7,10,37,16,1017.6,0,0,0,0,N,accessibility,71586722,yousef,other,,1,7:28:41 PM
02-01-15 8:00,EWR,0,7,10,37,16,1017.6,0,0,0,0,N,carpool,100651987,sarah,other,,1,8:46:23 PM
02-01-15 8:00,Manhattan,589,7,10,37,16,1017.6,0,0,0,0,N,economy,24806583,rahmah,male,,1,7:08:36 AM
